Team1Ban1,Team2Ban1,Team1Ban2,Team2Ban2,Team1Ban3,Team2Ban3,Team1Pick1,Team2Pick1,Team2Pick2,Team1Pick2,Team1Pick3,Team2Pick3,Team2Ban4,Team1Ban4,Team2Ban5,Team1Ban5,Team2Pick4,Team1Pick4,Team1Pick5,Team2Pick5
Alistar,Aatrox,Shen,Taliyah,Zoe,Tahm Kench,Swain,Nocturne,Vladimir,Rakan,Trundle,Yasuo,Xayah,Pyke,Ezreal,Gragas,Leona,Galio,Varus,Vel'Koz
Alistar,Aatrox,Trundle,Taliyah,Zoe,Rakan,Kindred,Gragas,Tahm Kench,Swain,Shen,Varus,Gangplank,Dr. Mundo,Orianna,Malphite,Ryze,Camille,Galio,Poppy
Alistar,Akali,Ezreal,Cassiopeia,Irelia,Rakan,Lucian,Urgot,Olaf,Aatrox,Lee Sin,Kai'Sa,Braum,LeBlanc,Morgana,Zoe,Thresh,Fiddlesticks,Vladimir,Jayce
Alistar,Akali,Ezreal,Cassiopeia,Morgana,Rakan,Lucian,Irelia,Thresh,Braum,Urgot,Vayne,Camille,Sejuani,Jayce,Xin Zhao,Gragas,Elise,Ryze,Galio
Alistar,Camille,Jarvan IV,Swain,Olaf,Xayah,Tahm Kench,Sejuani,Sion,Skarner,Ryze,Braum,Caitlyn,Cassiopeia,Varus,Karma,Kog'Maw,Tristana,Gnar,Galio
Alistar,Cassiopeia,Akali,Aatrox,Camille,Renekton,Lucian,Caitlyn,Urgot,Thresh,Galio,Zoe,Kha'Zix,Fiddlesticks,Xin Zhao,Lee Sin,Tahm Kench,Gragas,Irelia,Kindred
Alistar,Cassiopeia,Akali,Galio,Camille,Lucian,Aatrox,Urgot,Gragas,Xayah,Rakan,Leona,Xin Zhao,Kai'Sa,Elise,Zoe,Ezreal,Lissandra,Nocturne,Irelia
Alistar,Cassiopeia,Irelia,Lucian,Camille,Caitlyn,Aatrox,Xayah,Rakan,Galio,Leona,Zoe,Kai'Sa,Gragas,Tristana,Xin Zhao,Lee Sin,Kha'Zix,Vayne,Viktor
Alistar,Jarvan IV,Lissandra,LeBlanc,Zac,Yorick,Rek'Sai,Galio,Olaf,Vayne,Jayce,Neeko,Zoe,Syndra,Ryze,Kennen,Poppy,Vladimir,Braum,Karma
Alistar,Lucian,Draven,Urgot,Yasuo,Jayce,Cassiopeia,Karthus,Ezreal,Pyke,Sylas,Kennen,Jarvan IV,LeBlanc,Olaf,Braum,Rakan,Lee Sin,Sivir,Zed
Alistar,Lulu,Irelia,Rakan,Master Yi,Camille,Nocturne,Vladimir,Fiddlesticks,Aatrox,Pyke,Darius,LeBlanc,Zoe,Yasuo,Nidalee,Galio,Lucian,Taliyah,Xin Zhao
Alistar,Sejuani,Ryze,Swain,Leona,Gangplank,Xayah,Caitlyn,Camille,Skarner,Rakan,Morgana,Galio,Zac,Sion,LeBlanc,Ornn,Zoe,Shen,Ekko
Alistar,Sejuani,Ryze,Swain,Leona,Gangplank,Xayah,Caitlyn,Morgana,Skarner,Rakan,Olaf,Azir,Shen,Camille,LeBlanc,Sion,Ornn,Galio,Karma
Alistar,Sion,Xayah,Nocturne,Aatrox,Thresh,Urgot,Kai'Sa,Braum,Leona,Tristana,Irelia,Xin Zhao,Taliyah,Kindred,Lissandra,Olaf,LeBlanc,Lee Sin,Malzahar
Alistar,Swain,Olaf,Gangplank,Morgana,Ornn,Xayah,Tahm Kench,Sejuani,Rakan,Sion,Jhin,Rek'Sai,Camille,Skarner,Shen,Cho'Gath,Kha'Zix,Galio,Azir
Alistar,Taliyah,Camille,Graves,Lulu,Irelia,Ryze,Lucian,Xin Zhao,Skarner,Draven,Braum,Thresh,Cassiopeia,Morgana,Zoe,Syndra,Ornn,Soraka,Gangplank
Alistar,Taliyah,Irelia,Camille,Master Yi,Nocturne,Lulu,Fiddlesticks,Swain,Xin Zhao,Aatrox,Jax,Lucian,Olaf,Rakan,Graves,Trundle,Draven,Pyke,Vladimir
Alistar,Tristana,Akali,Urgot,Braum,Skarner,Kai'Sa,Shen,Ezreal,Ornn,Pyke,LeBlanc,Ryze,Cho'Gath,Corki,Poppy,Sejuani,Trundle,Malzahar,Gnar
Alistar,Tristana,Braum,Skarner,Akali,Kai'Sa,Ornn,Cho'Gath,Shen,Xayah,Rakan,Ezreal,Trundle,Sejuani,Olaf,LeBlanc,Gragas,Ryze,Zac,Irelia
Alistar,Zoe,Camille,Ezreal,Malzahar,Kalista,Kog'Maw,Braum,Vladimir,Sejuani,Gnar,Twitch,Janna,Gangplank,Taric,Jarvan IV,Zac,Azir,Tahm Kench,Xerath
Alistar,Zoe,Camille,Lucian,Morgana,Rakan,Graves,Xin Zhao,Lulu,Varus,Malzahar,Kog'Maw,Fiddlesticks,Zilean,Braum,Singed,Ornn,Gangplank,Thresh,Tahm Kench
Ambessa,Azir,Braum,Yone,Gwen,Draven,Sion,Viktor,Lucian,Blitzcrank,Miss Fortune,Elise,Sylas,Fiora,LeBlanc,Lee Sin,Sejuani,Akali,Zed,Renekton
Ambessa,Maokai,Jayce,Mel,Varus,K'Sante,Skarner,Wukong,Galio,Corki,Hwei,Ezreal,Poppy,Rell,Renata Glasc,Volibear,Leona,Nautilus,Jax,Aatrox
Ambessa,Ornn,Jax,K'Sante,Nocturne,Shen,Maokai,Pantheon,Azir,Taliyah,Varus,Sivir,Nautilus,Leona,Karma,Camille,Lulu,Vi,Seraphine,Gwen
Ambessa,Ornn,Jax,Shen,Kalista,Lee Sin,Nautilus,Skarner,Viktor,Brand,Tryndamere,Camille,Malphite,Caitlyn,Poppy,Ashe,Xayah,Twitch,Taric,Braum
Ambessa,Ornn,Rumble,Lee Sin,Maokai,Varus,Azir,Sion,Orianna,Cho'Gath,Rell,Wukong,Xin Zhao,Kalista,Vi,Rakan,Alistar,Xayah,Viego,Jinx
Ambessa,Pantheon,Yorick,Azir,Braum,Aurora,Trundle,Rell,Morgana,Miss Fortune,Bard,Jarvan IV,Akali,Ezreal,Sylas,Lucian,Zeri,Kassadin,Jayce,Aatrox
Ambessa,Rumble,Renata Glasc,Trundle,Yunara,Azir,Nautilus,Taliyah,Jinx,Viktor,Sion,Rek'Sai,Zed,Volibear,Zeri,Lillia,Leona,Twitch,Ivern,Qiyana
Ambessa,Skarner,Draven,Kalista,Ivern,Orianna,Zyra,Senna,Yasuo,Leona,Corki,Diana,Jax,Gnar,Cho'Gath,Olaf,Jayce,Renekton,Yone,Ornn
Ambessa,Skarner,Renekton,Kalista,Renata Glasc,Nidalee,Varus,Jax,Ashe,Galio,Xin Zhao,Azir,Poppy,Sejuani,Gnar,Wukong,Rell,Lulu,Urgot,Lee Sin
Ambessa,Skarner,Rumble,Kalista,Elise,Renata Glasc,Jayce,K'Sante,Vi,Poppy,Azir,Aurora,Varus,Nautilus,Xayah,Kai'Sa,Ezreal,Xin Zhao,Miss Fortune,Blitzcrank
Ambessa,Skarner,Varus,Kalista,K'Sante,Aurora,Rumble,Corki,Vi,Nocturne,Orianna,Akali,Rakan,Elise,Poppy,Sion,Jayce,Ezreal,Karma,Seraphine
Ambessa,Skarner,Varus,Rumble,Galio,Vi,Kalista,Ashe,K'Sante,Jayce,Renata Glasc,Seraphine,Aurora,Sejuani,Sylas,Nocturne,Xin Zhao,Olaf,Orianna,Azir
Annie,Aurora,Kai'Sa,Yunara,Draven,Sion,Ambessa,Pantheon,Nautilus,Lee Sin,Ahri,Jax,Elise,Senna,Poppy,Twisted Fate,Kalista,Shen,Jinx,Viktor
Annie,Aurora,Nocturne,Pantheon,Ambessa,Sion,Azir,Lucian,Braum,Ezreal,Xin Zhao,Ziggs,Karma,Trundle,K'Sante,Jax,Maokai,Yorick,Leona,Gnar
Annie,Azir,Poppy,Yunara,Rumble,Taliyah,Pantheon,Kai'Sa,Gwen,Akali,Tristana,Vi,Braum,Nautilus,Aphelios,Ahri,Neeko,Alistar,Yone,Corki
Annie,Azir,Trundle,Pantheon,Alistar,Rumble,Poppy,Taliyah,Wukong,Sion,Orianna,Gwen,Kai'Sa,Rakan,Corki,Nautilus,Yunara,Sivir,Lulu,Leona
Annie,Azir,Varus,Galio,Renekton,Taliyah,Gwen,Yasuo,Xin Zhao,Wukong,Yone,Nautilus,Alistar,Akali,Kai'Sa,Ziggs,Twisted Fate,Sivir,Braum,Xayah
Annie,Ivern,Zyra,Pantheon,Mel,Varus,Skarner,Xin Zhao,Orianna,Viktor,Jayce,Rell,Alistar,Ambessa,Braum,Malphite,Rumble,Caitlyn,Thresh,Miss Fortune
Annie,K'Sante,Jayce,Viego,Zyra,Corki,Viktor,Varus,Skarner,Maokai,Jinx,Orianna,Braum,Rell,Renata Glasc,Nautilus,Leona,Rakan,Sion,Ambessa
Annie,Pantheon,Trundle,Sion,Yunara,Varus,Azir,Gwen,Taliyah,Rumble,Skarner,Wukong,Ezreal,Alistar,Corki,Nautilus,Rakan,Kai'Sa,Neeko,Xayah
Annie,Poppy,Aurora,Yunara,Pantheon,Trundle,Varus,Rumble,Vi,Gwen,Galio,Sivir,Jarvan IV,Taliyah,Wukong,Alistar,Rell,Xin Zhao,Rakan,Ryze
Annie,Rumble,Alistar,Azir,Pantheon,Neeko,Yunara,Trundle,Corki,Jarvan IV,Aurora,Ryze,Braum,Poppy,Rakan,Sion,Nautilus,Renekton,Leona,Ornn
Annie,Varus,Gwen,Yunara,Pantheon,Azir,Rumble,Trundle,Ornn,Jarvan IV,Aurora,Taliyah,Rakan,Alistar,Sivir,Kai'Sa,Corki,Lucian,Braum,Rell
Annie,Yunara,Pantheon,Varus,Taliyah,Azir,Wukong,Viktor,Xin Zhao,Rakan,Akali,Alistar,Ambessa,Yorick,Ezreal,Xayah,Sivir,Zeri,Aurora,K'Sante
Annie,Yunara,Senna,Neeko,Pantheon,Trundle,Aurora,Viktor,Sion,Sejuani,Yone,Jhin,Kalista,Leona,Kai'Sa,Poppy,Viego,Lucian,Braum,Renata Glasc
Annie,Yunara,Taliyah,Varus,Trundle,Azir,Pantheon,Ezreal,Jarvan IV,Lucian,Nami,Karma,Ambessa,Jax,Gwen,Yasuo,Ryze,Galio,Gnar,Yorick
Ashe,Aatrox,Morgana,Taliyah,Tahm Kench,Quinn,Alistar,Varus,Trundle,Yasuo,Swain,Braum,Jayce,Dr. Mundo,Camille,Ryze,Gnar,Gragas,Gangplank,Zoe
Ashe,Aatrox,Varus,Taliyah,Rakan,Kindred,Trundle,Sejuani,Kai'Sa,Braum,Caitlyn,Orianna,LeBlanc,Camille,Yasuo,Alistar,Tahm Kench,Gnar,Swain,Kennen
Ashe,Jayce,Gragas,Rengar,Lee Sin,Graves,Varus,Ivern,Karma,Rumble,Zyra,Caitlyn,Elise,LeBlanc,Kha'Zix,Syndra,Kennen,Nautilus,Talon,Lulu
Ashe,Kalista,Yone,Azir,Ambessa,Lillia,Skarner,K'Sante,Varus,Viktor,Gnar,Vi,Xayah,Taliyah,Elise,Renata Glasc,Sylas,Poppy,Kai'Sa,Rell
Ashe,Karma,Taliyah,Aatrox,Nautilus,Sylas,Yuumi,Neeko,Sivir,Kai'Sa,Renekton,Lux,Jarvan IV,Gangplank,Sejuani,Olaf,Rek'Sai,Gragas,Jayce,Kennen
Ashe,LeBlanc,Jayce,Rengar,Tahm Kench,Camille,Varus,Kha'Zix,Zyra,Malzahar,Ivern,Shen,Rumble,Jhin,Poppy,Caitlyn,Ezreal,Ryze,Trundle,Viktor
Ashe,Nidalee,Mel,Zyra,Nocturne,Syndra,Kalista,Renata Glasc,Zeri,Neeko,Udyr,K'Sante,Ahri,Taliyah,Sejuani,Wukong,Xin Zhao,Skarner,Ezreal,Lissandra
Ashe,Skarner,Azir,Vi,Rumble,Kalista,Jayce,Xin Zhao,Ambessa,Wukong,Galio,Sylas,Rakan,Xayah,Poppy,Lulu,Rell,Jinx,Tahm Kench,Miss Fortune
Ashe,Skarner,Kalista,Rumble,Viktor,Vi,Varus,Jayce,Corki,K'Sante,Aurora,Akali,Renata Glasc,Leona,Poppy,Nocturne,Wukong,Lee Sin,Rell,Rakan
Ashe,Skarner,Varus,Kalista,Rumble,Corki,K'Sante,Ambessa,Jayce,Miss Fortune,Rell,Zyra,Nocturne,Leona,Vi,Alistar,Ziggs,Viego,Aurora,Nautilus
Ashe,Skarner,Viktor,Vi,Kalista,Rumble,Yone,Miss Fortune,Sylas,Sejuani,Udyr,Xin Zhao,Kai'Sa,Renekton,Draven,Leona,Ambessa,Jinx,Braum,Bard
Ashe,Skarner,Viktor,Vi,Kalista,Draven,Rumble,Galio,Nocturne,Ahri,Viego,LeBlanc,Jhin,Poppy,Renata Glasc,Caitlyn,Kai'Sa,Xayah,Leona,Alistar
Ashe,Skarner,Zyra,Kalista,Varus,Vi,Rumble,Corki,Xin Zhao,Sejuani,Yone,Galio,Draven,Braum,Alistar,Akali,Leona,Rell,Ezreal,Aurora
Ashe,Taliyah,Varus,Kai'Sa,Ryze,Aatrox,Urgot,Rakan,Xayah,Shen,Vladimir,Zoe,Galio,Gragas,Irelia,Camille,Gnar,Yasuo,Sejuani,Trundle
Ashe,Yasuo,Ryze,Taliyah,Varus,Tahm Kench,Urgot,Aatrox,Kai'Sa,Xayah,Rakan,Alistar,Galio,LeBlanc,Irelia,Malzahar,Gragas,Olaf,Zoe,Lissandra
Aurelion Sol,Jayce,Zoe,Irelia,Vladimir,Akali,Ryze,Jarvan IV,Galio,Rek'Sai,Tahm Kench,Kog'Maw,Ashe,Karma,Ezreal,Braum,Janna,Sona,Vayne,Aatrox
Aurora,Annie,Sion,Yunara,Kai'Sa,Ambessa,Nocturne,Skarner,K'Sante,Rell,Ryze,Cassiopeia,Draven,Poppy,Smolder,Senna,Miss Fortune,Xayah,Aatrox,Bard
Aurora,Azir,Trundle,Rumble,Vi,Braum,Wukong,Yunara,Qiyana,Corki,Ryze,Alistar,Poppy,Taliyah,Rakan,Annie,Twisted Fate,Rell,Jax,K'Sante
Aurora,Azir,Varus,Yunara,Neeko,Pantheon,Wukong,Rumble,Xin Zhao,Orianna,Ornn,Galio,Nautilus,Bard,Kai'Sa,Braum,Jhin,Sivir,Alistar,Poppy
Aurora,Azir,Vi,Taliyah,Jarvan IV,Qiyana,Gwen,Ryze,Pantheon,Naafiri,Viktor,Rumble,Draven,Poppy,Alistar,Neeko,Kai'Sa,Bard,Ezreal,Blitzcrank
Aurora,Azir,Yunara,Wukong,Ornn,Rumble,Pantheon,Jarvan IV,Orianna,Galio,Neeko,Ambessa,Renekton,Karma,Corki,Sivir,Bard,Aatrox,Jhin,Ezreal
Aurora,Galio,Azir,Kalista,Ashe,Nocturne,Rumble,Corki,K'Sante,Caitlyn,Xin Zhao,Viego,Neeko,Ryze,Lux,Leona,Elise,Sylas,Lulu,Akali
Aurora,Galio,Azir,Kalista,K'Sante,Rumble,Jayce,Varus,Ambessa,Ezreal,Vi,Pantheon,Karma,Poppy,Taliyah,Elise,Renata Glasc,Bard,Gragas,Mel
Aurora,Nocturne,Zyra,Skarner,Varus,Mel,Ashe,Jax,Elise,K'Sante,Braum,Caitlyn,LeBlanc,Vi,Viego,Nidalee,Sejuani,Viktor,Pantheon,Yone
Aurora,Ornn,Caitlyn,Skarner,Ambessa,Viktor,Varus,Corki,Nocturne,K'Sante,Orianna,Camille,Rell,Galio,Kindred,LeBlanc,Sylas,Renata Glasc,Wukong,Rakan
Aurora,Pantheon,Annie,Azir,Nocturne,Poppy,Varus,Jarvan IV,Galio,Neeko,Renekton,Sivir,Xin Zhao,Karma,Maokai,Bard,Gragas,Yone,Sejuani,Sylas
Aurora,Ryze,Talon,Bel'Veth,Tristana,Yunara,Viego,Sivir,Lee Sin,Syndra,Zeri,Galio,Alistar,Naafiri,Braum,Gwen,Rell,Illaoi,Poppy,Kled
Aurora,Ryze,Talon,Bel'Veth,Yunara,K'Sante,Lucian,Corki,Wukong,Pantheon,Taliyah,Akali,Nami,Sion,Braum,Malphite,Neeko,Milio,Jayce,Ambessa
Aurora,Skarner,Galio,Rumble,Kalista,Corki,Nidalee,Jax,Zyra,Renekton,Leona,Lucian,Yone,Ashe,Viktor,Rell,Ziggs,Miss Fortune,Hwei,Pyke
Aurora,Skarner,Kalista,K'Sante,Poppy,Vi,Viktor,Maokai,Varus,Ivern,Corki,Rell,Alistar,Yone,Jax,Azir,Hwei,Leona,Renekton,Jayce
Aurora,Skarner,Kalista,Nidalee,Rumble,Corki,K'Sante,Jayce,Vi,Nocturne,Orianna,Kai'Sa,Varus,Ahri,Ashe,Taliyah,Rakan,Nautilus,Xayah,Ambessa
Aurora,Skarner,Sylas,Kalista,Varus,Jayce,Maokai,Lee Sin,Zeri,Miss Fortune,Rell,Galio,Smolder,Lulu,Gnar,Jax,Rakan,Aatrox,Ahri,Vayne
Aurora,Trundle,Annie,Yunara,Varus,Azir,Rumble,Gwen,Pantheon,Taliyah,Poppy,Orianna,Rell,Alistar,Rakan,Kai'Sa,Sivir,Jhin,Bard,Karma
Aurora,Varus,Akali,Azir,Sion,Gwen,Orianna,Jayce,Viktor,Jarvan IV,Rumble,Pantheon,Jhin,Ezreal,Rell,Yunara,Corki,Rakan,Xayah,Bard
Aurora,Wukong,Nocturne,Corki,Viktor,Skarner,Maokai,Varus,Ivern,Rell,Miss Fortune,Braum,Orianna,Yone,Azir,Yasuo,Rumble,Syndra,Viego,Ezreal
Aurora,Yone,Annie,Maokai,Azir,Pantheon,Yunara,Wukong,Rumble,Taliyah,Vi,Neeko,Ambessa,Galio,Rakan,Kai'Sa,Corki,Rell,Gwen,Orianna
Azir,Aatrox,Kindred,Trundle,Jayce,Taliyah,Sejuani,Varus,Zoe,Orianna,Ashe,Gragas,Camille,Gangplank,Braum,Gnar,Tahm Kench,Alistar,Kennen,Rumble
Azir,Aatrox,Yuumi,Sylas,Corki,Renekton,Akali,Vladimir,Sejuani,Jarvan IV,Jax,LeBlanc,Draven,Sivir,Caitlyn,Morgana,Xayah,Kai'Sa,Nautilus,Braum
Azir,Ambessa,Yone,Gwen,Viktor,Braum,Varus,Nocturne,Nautilus,Taric,Hwei,Jhin,Nidalee,LeBlanc,Lee Sin,Akali,Zoe,K'Sante,Jarvan IV,Aatrox
Azir,Annie,Alistar,Neeko,Galio,Rumble,Orianna,Pantheon,Yunara,Jarvan IV,Corki,Akali,Poppy,Rakan,Rell,Jax,Sion,Nautilus,Ambessa,Leona
Azir,Camille,Kog'Maw,Zoe,Lee Sin,Ornn,Ryze,Gnar,Varus,Braum,Ezreal,Taric,Jarvan IV,Kassadin,Zac,Galio,Sejuani,Rengar,Gangplank,Malzahar
Azir,Camille,Ryze,Orianna,Kog'Maw,Jarvan IV,Zoe,Vladimir,Tahm Kench,Sejuani,Braum,Taliyah,Gangplank,Zac,Varus,Kha'Zix,Caitlyn,Tristana,Jayce,Lee Sin
Azir,Corki,Olaf,Yuumi,Sylas,Aatrox,Gragas,Varus,Jarvan IV,Xayah,Rakan,Tahm Kench,Jayce,Akali,Irelia,Rumble,Zoe,Yasuo,Renekton,Mordekaiser
Azir,Elise,Xayah,Sylas,Renekton,Aatrox,Jayce,Lucian,Gragas,Yuumi,Ezreal,Thresh,Irelia,Corki,Poppy,Kai'Sa,Rumble,Lee Sin,Gnar,Tristana
Azir,Galio,Kalista,Zoe,Tahm Kench,Ryze,Camille,Gangplank,Xayah,Caitlyn,Vladimir,Rakan,Alistar,Sejuani,Leona,Skarner,Jarvan IV,Braum,Twisted Fate,Taliyah
Azir,Galio,Olaf,Skarner,Ryze,Xayah,Tristana,Sejuani,Tahm Kench,Kha'Zix,Sion,Caitlyn,Braum,Cho'Gath,Taric,Camille,Shen,Taliyah,Janna,Kassadin
Azir,Gwen,Aurora,Yunara,Orianna,Ryze,Wukong,Xin Zhao,Galio,Viktor,Sion,Aatrox,Lucian,Rell,Sivir,Kai'Sa,Corki,Xayah,Braum,Neeko
Azir,Gwen,Rakan,Poppy,Annie,Pantheon,Varus,Sion,Yunara,Ambessa,Vi,Alistar,Neeko,Xin Zhao,Sylas,Wukong,Ahri,Galio,Nautilus,Skarner
Azir,Gwen,Sion,Yunara,Trundle,Poppy,Pantheon,Corki,Qiyana,Viktor,Braum,Rakan,Tristana,Ziggs,Lucian,Ahri,Ryze,Sivir,K'Sante,Jax
Azir,Gwen,Skarner,Draven,K'Sante,Nocturne,Orianna,Renekton,Galio,Poppy,Aatrox,Olaf,Xayah,Renata Glasc,Tristana,Caitlyn,Jhin,Senna,Braum,Karma
Azir,Gwen,Yone,Ambessa,Sylas,Varus,Taliyah,Ahri,Vi,Xin Zhao,Ezreal,Sivir,Braum,Nautilus,Karma,Renekton,Leona,Bard,Jax,Shen
Azir,Hwei,Gwen,Orianna,Varus,Taliyah,Ahri,Sion,Ryze,Trundle,Aatrox,Lee Sin,Smolder,Lucian,Ezreal,Xayah,Jinx,Sivir,Rakan,Lulu
Azir,Karma,Xayah,Jayce,Yuumi,Sejuani,Tahm Kench,Lux,Neeko,Varus,Aatrox,Ezreal,Akali,Olaf,Jarvan IV,Kennen,Rek'Sai,Zoe,Skarner,LeBlanc
Azir,Karma,Yuumi,Aatrox,Sylas,Sejuani,Olaf,Neeko,Lux,Tahm Kench,Varus,Trundle,Ryze,Sivir,LeBlanc,Xayah,Kai'Sa,Gangplank,Taliyah,Irelia
Azir,Kog'Maw,Sejuani,Jarvan IV,Camille,Vladimir,Tahm Kench,Ryze,Ornn,Lee Sin,Ezreal,Kha'Zix,Taliyah,Varus,Cassiopeia,Kalista,Sivir,Galio,Gangplank,Braum
Azir,Kog'Maw,Zoe,Lee Sin,Camille,Jarvan IV,Caitlyn,Gangplank,Skarner,Vladimir,Braum,Sivir,Karma,Janna,Lulu,Ryze,Taric,Kha'Zix,Galio,Taliyah
Azir,Maokai,Bel'Veth,Akali,Viego,Gwen,Sion,Anivia,Leona,Trundle,Braum,Senna,Kai'Sa,Illaoi,Smolder,Kindred,Lillia,Tristana,Aurora,Ambessa
Azir,Maokai,Bel'Veth,Yunara,Viego,Akali,Rumble,Ryze,Rakan,Rell,Yone,Syndra,Jarvan IV,Poppy,Sejuani,Wukong,Pantheon,Ezreal,Nocturne,Zeri
Azir,Maokai,Galio,Ziggs,Taliyah,Jarvan IV,Pantheon,Yunara,Rumble,Corki,Ryze,Orianna,Alistar,Xin Zhao,Neeko,Nocturne,Rell,Rakan,Aurora,Poppy
Azir,Mordekaiser,Karma,Olaf,Aatrox,Pyke,Qiyana,Lux,Sylas,Gragas,Yasuo,Akali,Elise,Poppy,Neeko,Gnar,Lucian,Viktor,Sejuani,Gangplank
Azir,Neeko,Poppy,Pantheon,Yunara,Ambessa,Wukong,Rumble,Jarvan IV,Ornn,Annie,Galio,Rakan,Sivir,Nautilus,Braum,Alistar,Corki,Bard,Kai'Sa
Azir,Neeko,Yunara,Pantheon,Poppy,Ahri,Ambessa,Taliyah,Xin Zhao,Xayah,Rakan,K'Sante,Vi,Varus,Sejuani,Zeri,Rell,Orianna,Nocturne,Jhin
Azir,Pantheon,Neeko,Yunara,Orianna,Galio,Ambessa,Aurora,Vi,Kalista,Renata Glasc,Udyr,Xin Zhao,Caitlyn,Jarvan IV,Draven,Corki,Naafiri,Ahri,Bard
Azir,Pantheon,Poppy,Maokai,Sion,Wukong,Xin Zhao,Corki,Rell,Gwen,Rakan,Jayce,Yasuo,Volibear,Kai'Sa,Ivern,Sylas,Jhin,Taliyah,Hwei
Azir,Pantheon,Qiyana,Varus,Taliyah,Gwen,Yunara,Orianna,Xin Zhao,Wukong,Annie,Corki,Lulu,Poppy,Alistar,Rumble,Rakan,Rell,Ambessa,Renekton
Azir,Pantheon,Rumble,Annie,Varus,Yunara,Ryze,Wukong,Galio,Sion,Sivir,Ambessa,Xin Zhao,Kalista,Neeko,Rakan,Rell,Qiyana,Braum,Zeri
Azir,Pantheon,Yorick,Rumble,Aurora,Varus,Annie,Kai'Sa,Galio,Xayah,Rakan,Alistar,Trundle,Jarvan IV,Naafiri,Xin Zhao,Zed,Renekton,Qiyana,Ornn
Azir,Poppy,Sion,Pantheon,Ornn,Galio,Annie,Orianna,Jarvan IV,Kai'Sa,Neeko,Rumble,Ambessa,Xayah,Nocturne,Rell,Sivir,Aatrox,Xin Zhao,Karma
Azir,Renekton,Yuumi,Taliyah,Corki,Aatrox,Sylas,Xayah,Sejuani,Jarvan IV,Gangplank,Camille,Draven,Karma,Varus,Vladimir,Irelia,Caitlyn,Morgana,Rakan
Azir,Rumble,Maokai,Renekton,Fiora,Gwen,Ambessa,Poppy,Sivir,Nocturne,Galio,Ahri,Lucian,Bard,Jhin,Irelia,Rakan,Vayne,Taric,Riven
Azir,Rumble,Sivir,Neeko,Kindred,Wukong,Ryze,Rakan,Aurora,Rell,Varus,Miss Fortune,Poppy,Vi,Nocturne,Naafiri,Jax,Trundle,Kennen,Zed
Azir,Sejuani,Xayah,Jarvan IV,Trundle,Cassiopeia,Swain,Olaf,Ryze,Kha'Zix,Kai'Sa,Tristana,Tahm Kench,Alistar,Braum,Shen,Thresh,Sion,Morgana,Ornn
Azir,Sejuani,Xayah,Jarvan IV,Trundle,Cassiopeia,Olaf,Ryze,Kha'Zix,Kai'Sa,Taliyah,Alistar,Morgana,Tristana,Tahm Kench,Shen,Kalista,Sion,Braum,Ornn
Azir,Skarner,Garen,Kalista,Maokai,Ezreal,Viktor,Varus,Vi,K'Sante,Wukong,Ambessa,Xayah,Orianna,Corki,Nautilus,Rakan,Nilah,Rell,Galio
Azir,Skarner,K'Sante,Maokai,Vi,Corki,Viktor,Kalista,Sejuani,Xin Zhao,Draven,Rell,Poppy,Ambessa,Renata Glasc,Akali,Sylas,Leona,Jayce,Jax
Azir,Skarner,Kalista,Zyra,Vi,Maokai,Corki,Varus,Xin Zhao,Ziggs,Rell,Alistar,Nidalee,Poppy,Lillia,K'Sante,Viktor,Jayce,Sejuani,Sion
Azir,Skarner,Maokai,Vi,Kalista,Varus,Viktor,Miss Fortune,Wukong,Ezreal,Sejuani,Akali,Poppy,Ambessa,Braum,Gnar,Rell,Alistar,Jayce,Gragas
Azir,Skarner,Poppy,K'Sante,Varus,Kalista,Vi,Maokai,Corki,Ezreal,Aurora,Kai'Sa,Braum,Galio,Rakan,Rell,Leona,Alistar,Jayce,Ambessa
Azir,Skarner,Zyra,Viktor,Kalista,Maokai,K'Sante,Vi,Corki,Ezreal,Sejuani,Ambessa,Yone,Kai'Sa,Sylas,Orianna,Taliyah,Poppy,Akali,Braum
Azir,Swain,Olaf,Xayah,Trundle,Camille,Sejuani,Tahm Kench,Zac,Gangplank,Thresh,Fiora,Zoe,Galio,Taliyah,Karma,Ryze,Cassiopeia,Jhin,Caitlyn
Azir,Tahm Kench,Vladimir,Kog'Maw,Ezreal,Kalista,Jarvan IV,Camille,Alistar,Gangplank,Malzahar,Rumble,Vayne,Ryze,Varus,Taliyah,Tristana,Caitlyn,Braum,Syndra
Azir,Tahm Kench,Xayah,Sejuani,Olaf,Jarvan IV,Kai'Sa,Swain,Trundle,Cassiopeia,Rek'Sai,Alistar,Morgana,Tristana,Gnar,Orianna,Vayne,Camille,Braum,Ryze
Azir,Tahm Kench,Zoe,Orianna,Camille,Trundle,Olaf,Xayah,Rakan,Caitlyn,Morgana,Jarvan IV,Taliyah,Fiora,Gnar,Ryze,Cassiopeia,Ornn,Karma,Gangplank
Azir,Trundle,Annie,Yunara,Varus,Poppy,Pantheon,Rumble,Wukong,Taliyah,Aurora,Galio,Neeko,Alistar,Nautilus,Rakan,Lucian,Corki,Rell,Braum
Azir,Varus,Gwen,Trundle,Neeko,Orianna,Rumble,Taliyah,Pantheon,Yunara,Annie,Ambessa,Poppy,Kai'Sa,Jarvan IV,Corki,Rakan,Wukong,Alistar,Xayah
